sku_norm,sku_raw,record_type,product_id,parent_product_id,parent_title,variant_sku,sku_cost,sku_case_pack,sku_case_cost,ahscompany_price,ahscompany_case_price,stock_status,url
VCA,VCA,product,19876,19876,Kartri Vision Check Sheer Polyester Shower Curtain With Sewn Eyelets 72x72 White or Beige 12 Per Case Price Per Each,VCA,,,,20.3,,In Stock,https://www.ahscompany.com/Kartri-Vision-Check-Sheer-Polyester-Shower-Curtain-With-Sewn-Eyelets-72x72-White-or-Beige-12-Per-Case-Price-Per-Each_p_19876.html
VCA-1WHITE,VCA-1 White,variant,19876,19876,Kartri Vision Check Sheer Polyester Shower Curtain With Sewn Eyelets 72x72 White or Beige 12 Per Case Price Per Each,VCA-1 White,,,,20.3,,In Stock,https://www.ahscompany.com/Kartri-Vision-Check-Sheer-Polyester-Shower-Curtain-With-Sewn-Eyelets-72x72-White-or-Beige-12-Per-Case-Price-Per-Each_p_19876.html
VCA-2BEIGE,VCA-2 Beige,variant,19876,19876,Kartri Vision Check Sheer Polyester Shower Curtain With Sewn Eyelets 72x72 White or Beige 12 Per Case Price Per Each,VCA-2 Beige,,,,20.3,,In Stock,https://www.ahscompany.com/Kartri-Vision-Check-Sheer-Polyester-Shower-Curtain-With-Sewn-Eyelets-72x72-White-or-Beige-12-Per-Case-Price-Per-Each_p_19876.html
VL3AA,VL3AA,product,27691,27691,Kartri 3 Gauge Vinyl Liner With Metal Grommets 72x72 White 24 Per Case Price Per Each,VL3AA,,,,5.44,,In Stock,https://www.ahscompany.com/Kartri-3-Gauge-Vinyl-Liner-With-Metal-Grommets-72x72-White-24-Per-Case-Price-Per-Each_p_27691.html
VLCNAA,VLCNAA,product,27188,27188,Kartri 4 Gauge Vinyl Liner With Metal Grommets White or Beige 72x72 24 Per Case Price Per Each,VLCNAA,,,,5.95,,In Stock,https://www.ahscompany.com/Kartri-4-Gauge-Vinyl-Liner-With-Metal-Grommets-White-or-Beige-72x72-24-Per-Case-Price-Per-Each_p_27188.html
VLCNAA-1WHITE,VLCNAA-1 White,variant,27188,27188,Kartri 4 Gauge Vinyl Liner With Metal Grommets White or Beige 72x72 24 Per Case Price Per Each,VLCNAA-1 White,,,,5.95,,In Stock,https://www.ahscompany.com/Kartri-4-Gauge-Vinyl-Liner-With-Metal-Grommets-White-or-Beige-72x72-24-Per-Case-Price-Per-Each_p_27188.html
VLCNAA-2BEIGE,VLCNAA-2 Beige,variant,27188,27188,Kartri 4 Gauge Vinyl Liner With Metal Grommets White or Beige 72x72 24 Per Case Price Per Each,VLCNAA-2 Beige,,,,5.95,,In Stock,https://www.ahscompany.com/Kartri-4-Gauge-Vinyl-Liner-With-Metal-Grommets-White-or-Beige-72x72-24-Per-Case-Price-Per-Each_p_27188.html
VSCNAABM,VSCNAA BM,product,19930,19930,Kartri 5 Gauge Vinsoft Vinyl Shower Curtain With Metal Grommets 72x72 White or Frosty 12 Per Case Price Per Each,VSCNAA BM,,,,8.12,,In Stock,https://www.ahscompany.com/Kartri-5-Gauge-Vinsoft-Vinyl-Shower-Curtain-With-Metal-Grommets-72x72-White-or-Frosty-12-Per-Case-Price-Per-Each_p_19930.html
VT,VT,product,19926,19926,Kartri 6 Gauge Vintaff Vinyl Shower Curtain With Metal Grommets 72x72 12 Per Case Price Per Each,VT,,,,8.27,,In Stock,https://www.ahscompany.com/Kartri-6-Gauge-Vintaff-Vinyl-Shower-Curtain-With-Metal-Grommets-72x72-12-Per-Case-Price-Per-Each_p_19926.html
VT-1WHITE,VT-1 White,variant,19926,19926,Kartri 6 Gauge Vintaff Vinyl Shower Curtain With Metal Grommets 72x72 12 Per Case Price Per Each,VT-1 White,,,,8.27,,In Stock,https://www.ahscompany.com/Kartri-6-Gauge-Vintaff-Vinyl-Shower-Curtain-With-Metal-Grommets-72x72-12-Per-Case-Price-Per-Each_p_19926.html
VT-2,VT-2,product,29876,29876,Kartri 6 Gauge Vintaff Vinyl Shower Curtain With Metal Grommets 36x72 24 Per Case Price Per Each,VT-2,,,,4.93,,In Stock,https://www.ahscompany.com/Kartri-6-Gauge-Vintaff-Vinyl-Shower-Curtain-With-Metal-Grommets-36x72-24-Per-Case-Price-Per-Each_p_29876.html
VT-2-1WHITE,VT-2-1 White,variant,29876,29876,Kartri 6 Gauge Vintaff Vinyl Shower Curtain With Metal Grommets 36x72 24 Per Case Price Per Each,VT-2-1 White,,,,4.93,,In Stock,https://www.ahscompany.com/Kartri-6-Gauge-Vintaff-Vinyl-Shower-Curtain-With-Metal-Grommets-36x72-24-Per-Case-Price-Per-Each_p_29876.html
VT-2-24FROSTY,VT-2-24 Frosty,variant,29876,29876,Kartri 6 Gauge Vintaff Vinyl Shower Curtain With Metal Grommets 36x72 24 Per Case Price Per Each,VT-2-24 Frosty,,,,4.93,,In Stock,https://www.ahscompany.com/Kartri-6-Gauge-Vintaff-Vinyl-Shower-Curtain-With-Metal-Grommets-36x72-24-Per-Case-Price-Per-Each_p_29876.html
VT-2-2BEIGE,VT-2-2 Beige,variant,29876,29876,Kartri 6 Gauge Vintaff Vinyl Shower Curtain With Metal Grommets 36x72 24 Per Case Price Per Each,VT-2-2 Beige,,,,4.93,,In Stock,https://www.ahscompany.com/Kartri-6-Gauge-Vintaff-Vinyl-Shower-Curtain-With-Metal-Grommets-36x72-24-Per-Case-Price-Per-Each_p_29876.html
VT-2-7BLUE,VT-2-7 Blue,variant,29876,29876,Kartri 6 Gauge Vintaff Vinyl Shower Curtain With Metal Grommets 36x72 24 Per Case Price Per Each,VT-2-7 Blue,,,,4.93,,In Stock,https://www.ahscompany.com/Kartri-6-Gauge-Vintaff-Vinyl-Shower-Curtain-With-Metal-Grommets-36x72-24-Per-Case-Price-Per-Each_p_29876.html
VT-2-8GREEN,VT-2-8 Green,variant,29876,29876,Kartri 6 Gauge Vintaff Vinyl Shower Curtain With Metal Grommets 36x72 24 Per Case Price Per Each,VT-2-8 Green,,,,4.93,,In Stock,https://www.ahscompany.com/Kartri-6-Gauge-Vintaff-Vinyl-Shower-Curtain-With-Metal-Grommets-36x72-24-Per-Case-Price-Per-Each_p_29876.html
VT-24FROSTY,VT-24 Frosty,variant,19926,19926,Kartri 6 Gauge Vintaff Vinyl Shower Curtain With Metal Grommets 72x72 12 Per Case Price Per Each,VT-24 Frosty,,,,8.27,,In Stock,https://www.ahscompany.com/Kartri-6-Gauge-Vintaff-Vinyl-Shower-Curtain-With-Metal-Grommets-72x72-12-Per-Case-Price-Per-Each_p_19926.html
VT-2BEIGE,VT-2 Beige,variant,19926,19926,Kartri 6 Gauge Vintaff Vinyl Shower Curtain With Metal Grommets 72x72 12 Per Case Price Per Each,VT-2 Beige,,,,8.27,,In Stock,https://www.ahscompany.com/Kartri-6-Gauge-Vintaff-Vinyl-Shower-Curtain-With-Metal-Grommets-72x72-12-Per-Case-Price-Per-Each_p_19926.html
VT-7BLUE,VT-7 Blue,variant,19926,19926,Kartri 6 Gauge Vintaff Vinyl Shower Curtain With Metal Grommets 72x72 12 Per Case Price Per Each,VT-7 Blue,,,,8.27,,In Stock,https://www.ahscompany.com/Kartri-6-Gauge-Vintaff-Vinyl-Shower-Curtain-With-Metal-Grommets-72x72-12-Per-Case-Price-Per-Each_p_19926.html
VT-8GREEN,VT-8 Green,variant,19926,19926,Kartri 6 Gauge Vintaff Vinyl Shower Curtain With Metal Grommets 72x72 12 Per Case Price Per Each,VT-8 Green,,,,8.27,,In Stock,https://www.ahscompany.com/Kartri-6-Gauge-Vintaff-Vinyl-Shower-Curtain-With-Metal-Grommets-72x72-12-Per-Case-Price-Per-Each_p_19926.html
